Number, Time, Scramble 
279,15.73,F2 L2 U2 L2 U B2 R2 B2 D2 R2 B R U' B2 L' B L' R2 U B'
280,14.48,F D2 U L2 B2 D' B2 D L2 R2 B2 D2 L' F U F2 U2 B2 D L'
281,15.68,F L2 U2 B2 R2 U2 L' U2 B2 L' R' D' L2 F' U' B F U R2 D2
282,18.58,B2 F2 R2 U F2 D U L2 D R D2 F' D B R U R' D F
283,15.44,D2 B2 U' R2 D2 F2 L2 D2 B2 U2 F L R2 U2 F' U' L' R2 D U
284,15.04,U2 F2 U2 L U2 L2 R B2 L2 F2 D' U F R B L R' U' L' U2
285,15.98,F' D2 B U2 F U2 L2 U2 F2 U' B2 L U' R' B2 R' B F D2
286,16.84,L2 U L2 D F2 D' L2 D L2 B2 L2 B' F D L' F D' B2 R' F D2
287,14.54,R' L2 F L2 F L2 F2 U2 L2 B U2 R' B' F D B' L' R' B U'
288,16.92,L2 D' F' B2 U R' B R D2 F' D2 F2 L2 U2 B2 L2 U2 B2
289,14.80,L2 B' R2 B2 F' R2 U2 F' D2 U2 L' B2 F' L2 U' L' B U2 L D' U2
290,13.99,B U D2 L2 D2 R U' L B' D R2 B2 R2 B2 D' L2 B2 U' L2
291,13.60,D2 L2 B' U' R2 F2 U B' R' U2 D2 F2 L2 D L2 B2 L2 U B2 L
292,11.72,B2 D F L U' B L B2 R' U D2 B' R2 F D2 R2 F2 D2 B'
293,11.89,R F2 R F2 R' B2 U2 L' F2 U' F2 L U' L2 R2 U2 F' L2 D
294,13.32,R2 U2 L' D2 L D2 R2 B2 D2 U2 R' F' U R' D2 B D2 R2 F L D'
295,13.86,F2 U D' F' B' L U' L' F2 D2 L2 B U2 F L2 B' R2 D2 R
296,17.96,U2 L U B' D F2 B R' U' F' R2 U2 D2 F D2 F' L2 F' R2
297,15.60,L D2 R2 B' U2 F D' L F U2 B2 U2 R U2 D2 R' B2 R2 F2 L'
298,16.40,L B' D' B U F L F' U' B' U2 R2 L F2 B2 R' D2 L' D2 R
299,14.34,L2 R2 D2 F D2 B D2 R2 F' R D' B2 F L2 F' D' L2 U2 L2
300,17.11,R' F R2 B L B R2 F B' R2 D' B2 D L2 D' R2 U L2 U'
301,14.63,U D2 B2 R F2 L2 R' B2 L2 B2 F R2 U2 F U L' B2 R U'
302,14.96,U2 L2 D' F2 D' L2 D B2 F2 D' L' D U' B D' R' U' R F' L2
303,15.44,B2 L2 B' L2 D' R' L2 F L' D' U2 B R2 U2 B2 R2 F' D2 F2 U2 F'
304,14.70,U F2 R2 U2 B2 U' F2 L2 D' L U B' L U F' D U' B F2
305,15.36,R' D2 R2 F L2 B2 D2 L2 F' L2 D2 F L' B' U F' U R' D2 U2
306,17.28,L2 D' F2 U' L2 F2 D2 B2 U B2 R2 F' D R D' R2 U F D B2 F
307,17.21,R2 U2 B2 U2 F2 R D2 R F2 R2 F' L2 D L' F D2 U' L' R'
308,16.35,L2 B D2 F D2 L2 F D2 F2 R2 U B' R2 D2 F2 U' L B R F
309,14.55,R U2 R' U' F2 L' F D F R2 U2 F2 R D2 B2 R2 L' U2 R2
310,12.55,R2 U L2 U R2 F2 D' R2 D2 R D2 B R' D2 B R' F' L' B' U'
311,17.39,R2 F D' F R' L2 D' L' F D' U2 R B2 U2 R' U2 R' U2 L U2 B2
312,18.53,D R' F L' F' U2 F2 D' R U2 D2 B2 R' D2 L2 D2 B2 L B2
313,17.79,L2 F2 U' D2 B' D' F L F2 R2 D R2 L2 U' L2 D2 L2 B2 L'
314,18.85,F' L2 B R2 F2 L2 D2 R2 B' D' B' F2 L' U2 R' U F2 R'
315,11.90,U2 R' F2 L2 D2 U2 B2 L' B2 L' B2 D' U' B' L' D L2 U2 R B2 U'
316,14.21,D2 F2 U2 F2 U' L2 U R2 U' F2 B U' B U2 L D' F2 R U2 F
317,17.89,R B L2 U2 F U2 F' B2 U F2 B2 L2 U L2 D F2 R2 B'
318,15.61,D' B2 D2 B2 D' F2 D L2 F' D2 L' U' B U2 L D2 F' D'
319,16.68,U F2 L2 R2 U F2 U' F2 R2 U2 F L D L2 D L2 R' F D2 B'
320,13.36,R2 U2 B L2 B' L2 F' D2 B2 L2 U2 L R' D' L' B D' B' U R'
321,13.69,D2 F2 U2 B2 L2 D2 U B2 U L2 F D F U L2 U' L D' U2 B
322,14.50,D L' B2 F2 D2 R' B2 F2 L' F2 L' R2 B U2 R' D B' R' D2 R' D'
323,15.41,R' D' F' B R' L D F U' R' D2 L' U2 D2 L' B2 R' B2 L' B'
324,16.84,D' U' L2 B2 F2 D B2 U2 L2 F2 D R U R2 B' U R' B2 U2 B2
325,18.11,B2 D' R U' R D B' U' F' B2 L2 F2 D2 R2 L2 D L2 D F
326,14.36,U L2 U' D R' U2 L2 B D2 F D2 L F2 L U2 B2 U2 F2 U2 R'
327,13.62,B' L' D L D F' L' B2 U L U2 L F2 L' F2 U2 D2 B2 U'
328,19.18,U2 B2 F2 D F2 U' L2 U2 R2 D R B2 F2 U' B' L D B' D F
329,20.25,B2 F2 D' F2 R2 D F2 U' B2 R2 D' B' D' R' B L' F R2 B2 U' L'
330,13.85,B2 R' U' R B R' D2 F L D2 L2 B U2 L2 U2 R2 L2 F' L2 B2
331,14.61,U F2 U' R2 B2 L2 D R2 B2 R D' L2 R' F2 R F' U' B L
332,13.70,D2 F2 R' B2 D2 F2 R B2 R' F2 R B' U B' D F' L' R2 U2 B2 D
333,16.04,F2 D2 L U2 R D2 L2 U2 L' R' F2 D F' U B L R D2 R2 B
334,17.19,D R2 B2 U2 R2 B2 D L2 U' B2 D2 L' U B2 U R F' L2 B L2 F
335,17.92,F2 R2 U2 F' R2 B L2 F' D2 B U R' U2 L' R' U2 B' D B2 F
336,13.28,D2 R' B' D' R' U B L' F' D2 B2 D2 B2 L F2 R' L' B2 R2 D2
337,14.23,B R2 U2 B2 L2 R2 B' D2 U2 R2 B2 D F U' B F' R' F2 L2 B2 D
338,15.60,R D2 B U2 B' D2 R2 B2 U2 R2 B R2 L' D' U F' L D2 B D2 F2
339,16.81,R F2 L' F2 L' B2 L F2 U2 L' F' U2 R2 D' F2 D' L2 B2 R
340,17.30,L2 F D B2 R2 D2 F' L' F' R U2 F2 L2 F2 D2 F' R2 F2 U2
341,19.17,L U2 L2 D R U R F D2 L U' L2 U L2 D2 F2 U F2 B2
342,14.78,U2 R2 D F2 R2 D B2 L2 U2 F' D' R B D B' U L D L
343,15.85,U' R2 D2 F2 D' F2 D' L2 R2 F' L B' R F R B D F2 L2
344,13.25,L' B' L2 B R L' B' U' R L2 D2 F' U2 R2 F U2 R2 F2 L2 F2
345,15.36,B' L B' D' F U' B' D B' U2 R2 D F2 R2 F2 L2 B2 D' L2 D
346,16.84,F2 R2 D B R D' F U D2 F L2 F' D2 F2 B L2 D2 B D2
347,16.26,U F U' B' R' D2 L F2 D B' L2 U2 F2 D' L2 D R2 D2 L2 U' L2
348,13.79,F2 R2 F2 D' F2 D R2 B2 U' L2 U' R D U' F2 L2 B L2 U2 R' U
349,17.81,R' D L2 D' L2 U2 L2 R2 B2 U2 F' R U' L D2 L2 R2 D2 L'
350,15.47,B U2 L F' D2 F2 R U' F L2 D' B2 D' B2 R2 U2 B2 U B2 R
351,15.52,R U D2 B' R2 B D' L' U B' R' B2 D2 L' B2 R U2 R B2 R2
352,15.38,U2 L' B2 L' B2 R' U2 R D2 R2 D' R F D2 R F' U L2 B' F'
353,13.28,L' D' F2 R B2 U' D' L F' U2 R' B2 R L2 D2 R F2 R' B2 U2
354,15.32,R2 F2 D2 U' L2 D' L2 B2 F2 R2 B L D F R2 D U' R B
355,15.80,R F2 D2 R U2 R2 F2 L' U2 F2 R U' R D2 F D B U' R' U L
356,14.59,D2 L2 B L2 B D2 L2 F R2 B D2 L B2 D' F' R' U R2 D L' D'
357,15.22,D2 U2 F R2 F L2 D2 F R2 U2 B R B' R2 B' L' R2 U' L' D' F
358,13.91,F R2 F' L2 R2 B' R2 B R2 F D B L B R' D' F' D B2 R' B2
359,14.00,B' R2 L' D F R' L' D' L U2 B2 U2 D2 B' R2 F B' U2 L2 U'
360,15.32,R' F2 D' B2 L2 D B2 U' F2 U L2 D' F R2 D' L R2 U R F'
361,13.07,B R2 B' L2 U2 R2 D2 R2 F D2 L2 U' B' D' L2 R' B2 F U' L' U'
362,17.66,R2 U2 L2 U B2 F2 D' F2 U' B2 F2 L' B2 F2 R2 U F' L B' D' L2
363,15.82,D2 R2 B' U2 R2 B U2 R2 F R F U B2 F' D' U' F' D' L'
364,13.26,D2 R B2 U2 B2 R2 U2 F2 D B' D' U B R2 B D2 B2 F'
365,14.53,B L2 F2 D F2 U R2 B2 U' R2 B2 U2 L B U2 L B' L' F L D
366,13.89,R2 U2 B2 D2 R D2 B2 R2 F2 L' F D2 U' B2 L R' D F2 D2 R
367,10.91,D' B D2 F' U D R' U2 L U R2 D R2 D' F2 B2 D2 R
368,18.17,R2 U2 F' U2 R2 B' D2 L2 R2 F' D2 U F' R' F' L U L F2 L R
369,14.27,D2 R2 F L2 D2 B F2 R2 F L2 U2 D' B2 F L' D2 B2 F' R' B' R2
370,14.92,L2 D2 R F2 L' F2 U2 L' B2 D B F2 L' U' B F U R2
371,14.10,B2 R' F L F' B2 L U2 F R2 B2 L2 F2 R2 D' L2 U D2 R2 U'
372,15.21,L D R2 D L2 D' R2 B2 F2 U F2 R F' D B2 D' R2 U' L2
373,14.36,L2 B2 L' D2 R2 B2 L' F2 D2 R' F' D L U' L B U2 L2 B2
374,17.35,F B' R F' L' D F B D' R L2 U2 B' L2 D2 B' D2 B U2
375,16.21,L2 B2 U2 F2 L B2 U2 L R U2 L' F L2 F2 U F' U2 L2 D2 F D'
376,13.26,R L B' L' U' L' F' L F' D2 L2 B' R2 U2 F D2 F2 U2 B'
377,14.65,B2 L2 B2 L2 R2 D' R2 D' F2 D R F' L2 F2 D2 F' D' B2 U F'
378,14.68,B2 U2 F2 R2 D2 L2 U' L2 R2 U2 B2 F' U' L F2 D2 U R B
379,13.29,F' D R2 L U2 F' U L' F R' U' F2 B2 U2 L2 U L2 U' F2 D' L2
380,14.38,U2 R2 F' R F2 B L' U' F L' B2 L2 U B2 L2 D'
381,14.32,F' D' U' L2 D' B2 L2 B2 U' R2 L' B' D L' U2 B2 D2 R B
382,14.40,U' L2 U2 L' D2 L' U2 R' B2 R2 U2 R' B D U2 L2 B' L D2 F
383,13.67,F' D F2 B D2 L B L' R2 F2 U D2 R2 L2 U' B2 U' F2 U B
384,16.39,U2 B L2 U2 B D2 F' R2 B' F2 U' F2 R' B' D F2 D U B' U
385,17.05,R2 U2 L2 D' R2 U2 L2 B2 R2 D' R' F U B D U2 B R B L
386,13.13,F L' U2 R2 D L D' F R F' B2 D2 B R2 F' L2 F D2 R'
387,16.59,D2 B2 R2 D2 L D2 L F2 R2 U B F L' U2 R B' R' U L2
388,14.58,L2 F' R2 B2 L2 B' L2 F R2 F' D B' R2 F U2 L' D U F2 R
389,14.93,B2 U2 F2 L2 D2 F2 L2 D F2 L' B' R U2 F D2 F2 U2 R' U'
390,15.01,L B' R F D B2 R' U2 L U' L D2 L D2 F2 L' F2 U2 R
391,13.37,D L2 F U R L2 D' F B2 R' F U2 F' R2 U2 B' L2 F R2 F'
392,13.95,B' L2 U2 F' U2 F2 L2 B' L2 D F2 D R B2 L2 F R2 D2 R'
393,14.52,R2 B2 L2 B2 U' L2 B2 F2 D' F D2 U F' L B2 U' R2 U2 B R'
394,14.88,D2 R2 B2 D B2 D R2 D F2 U L R' D' F' R B2 D2 L2 F L' R
395,13.13,F' B2 R2 U2 B2 L B2 D2 L' B2 D2 U' R U2 L D U F
396,15.60,L2 F2 D F2 U2 B2 L2 F2 R2 D' U' L' F2 R2 U B R2 U' B' L' R
397,12.53,D' B2 U2 F2 R2 U2 F2 U' L2 F U F' R' U B2 L' D B' D
398,13.64,F' R2 B R2 F' D2 B' D2 F U2 R2 L D2 U' L R D' R' B L U'
399,14.46,L' D2 B2 U2 R2 D2 R F2 R F2 R2 B' D2 L' D B2 L' D U' R'
400,14.76,L2 D L U' D' R' F' L2 U' F2 R' B2 L F2 R' B2 U2 F2 D2
401,17.11,R2 F' R2 L' D' B' R2 U' R2 F2 B2 R' B2 R2 D2 R D2 R' B2
402,14.92,B2 L2 D L2 D' F2 L2 D2 F2 U' B R' U2 L' F' D U2 F' D2 R'
403,14.81,R2 F2 D2 U2 B D2 B U2 F' D2 L2 R B2 U R2 U F' R B2 D2 U'
404,19.67,L2 B2 D' B2 R2 D' R2 D R2 D' R2 F' L F' D R2 U B' D2 R' D
405,14.62,F U2 R2 D' F2 R2 U2 R2 U' F2 D' B2 L' D' U' B R F' U' L2 F
406,11.38,L' F2 L2 U2 F2 R' F2 D2 L D2 L2 D' B' U2 R' B L' B F' U R2
407,15.18,U L2 R2 D L2 U2 R2 U' F2 L2 B U L' D L2 D L2 R F' R2
408,13.63,U2 B U2 R2 U2 R2 B L2 F R2 F U R2 D L F U2 L' F' U'
409,13.96,D2 B2 R2 F2 R2 D2 R F2 R U2 L D F D L' U B2 F' R U L
410,15.74,R2 F B R2 L2 D' L' F R L2 B U2 L2 F' R2 B' D2 B' L2 F2
411,14.74,F2 L2 F D' L' F2 L' F2 D' F B D2 F' L2 F' D2 F2
412,15.76,L' B2 R2 B' D2 L2 B' R2 U2 B2 F' U L' B2 F2 L2 U2 F R' D
413,15.81,U2 R2 B2 U' F2 L2 D F2 D2 L2 U' L D F' U R D' B L U2 L2
414,16.08,U L2 U' F2 D2 B2 F2 R2 D2 F' L' U' F' R' B' U R2 D' U F'
415,20.20,L2 F2 L2 F2 U2 F2 U L2 D B2 D' B L' F L' D2 B R U' B R
416,14.65,R' B2 L B2 F2 R D2 U2 L2 D2 U F' D' L' U F' U B R' B
417,18.66,L' B' R F' R U2 B U2 R U2 R2 U' B2 L2 U' B2 U' D F2
418,17.85,B' L' B2 R' U' B' D R' L2 B2 U R2 L2 U D2 F2 D2 F2 R'
419,19.36,R2 U' L F U R U L B D2 F2 U2 R2 U2 F2 L2 D2 R' U2
420,15.69,B' F2 D2 F2 L' F2 R D2 U2 R' F2 R F D B R' F' L' D' B R2
421,16.41,U R2 U2 L2 B' R2 D2 B2 F' R2 U2 F' D' R U L2 F' L B R' U'
422,14.00,B' L2 D2 L' U2 R2 B2 L F2 L F2 R2 B' D' L B' U L2 U R2
423,19.54,R U2 F' R2 D B L F2 B' R' U2 D' B2 D R2 D' B2 D
424,13.62,L2 U' L2 D' B2 U' R2 D L2 U2 B' L B2 L2 U' B L' F D' B
425,14.27,R2 F B' U R' U2 R B2 R' U R' B2 L U2 D2 B2 L' F2
426,13.98,F2 D L2 U L2 U L2 D2 R2 D' U2 R B L' D R' D F D' U B'
427,12.45,U2 F2 U2 R' B2 R B2 R B2 F2 U' B L' R B D' L' U L' D2
428,15.76,D' L2 R2 F2 D' F2 L2 U R2 L D2 B' D B2 L F' D' R' D' F'
429,15.88,F R' L B U2 R L' U2 B F2 R2 D B2 D' F2 L2 U' B2 D2 B2 F
430,14.34,D2 B2 R F2 D2 B2 D2 L U2 F2 L' D R D2 B2 U2 F' L2 U' B2
431,16.64,D' F2 U2 L2 U' F2 U F2 D R2 B2 R D2 F' U B2 R' B2 U' F' U2
432,13.95,U' D2 B D R' F R' F' B D L2 F2 D B2 D' R2 D' F2 R2 U2
433,19.03,R2 D B L' B2 U2 B' R2 U' D2 R2 U2 L' U2 L' B2 L' U2 L B2
434,18.13,L2 F2 U2 F2 R2 U' L2 F2 U B2 R2 B L D B' D L' B' U F
435,15.44,R D2 F2 R2 D2 R' D2 F2 L' U R' F' D R2 U B R' D' L
436,14.09,F2 D U2 B2 D' R2 B2 U' F2 L2 D2 B U' F D' L R2 D' R' B2 L'
437,14.30,L2 F2 U D B D' F L D R B2 L2 D F2 D2 F2 R2 U D2 F2 U
438,15.75,D L' B2 R' B' U2 L F2 B D F' U2 R2 L2 U2 B2 D2 F' B2 U2
439,16.88,B2 U' R2 F2 U R2 D2 B2 L2 U B' R' D2 L F' U2 R2 D U2 L
440,16.05,R' B' R F U B D' B U' R B R2 D2 B D2 F' B2 D2 B
441,15.75,R U2 R2 D R' B2 D2 R' U' F D2 B' D2 R2 B2 R2 L2 D2 U'
442,15.94,U B2 D2 R2 U R2 U F2 L2 F' R' B' U2 B' L' B2 R2 B' R'
443,14.12,B2 U' D2 F D' F2 R' B' R F2 L2 B2 D2 F2 B2 D L2 U' B2 U
444,14.52,F L2 D2 U2 F' R2 F R2 B2 U2 B' U' F L R' U2 R' F' R F2 D
445,19.81,L' F2 U R2 D' F2 D U2 L2 D2 R' F' L' B' R2 U R B L' D'
446,14.08,R B' R2 B' L2 R2 B2 L2 R2 D' L2 B' L' R2
447,13.98,U R U' B' L' F' B2 D F2 R2 U2 F2 L' D2 L' B2 R' D2 B'
448,15.69,B' F2 R' B2 R2 B2 U2 R' D2 U2 L B' D' L' R' F' U2 F U2
449,13.87,L F R2 F D2 B D2 L2 U2 L' D2 F2 U' B2 R2 B U R2
450,15.34,R F' R2 U' B2 U' R L' D' B' R2 U D2 L2 B2 U F2 U' B2
451,14.34,F2 R' F2 R' U2 L R2 F2 L2 D2 B2 D' F' L B2 U F2 U' B R F2
452,15.33,U L2 D2 R2 B2 D B2 U F2 U L2 B L' D' U' L2 F' L B' U'
453,12.91,D2 L D2 R B2 L2 B2 F2 U L' B R' B L2 R' B' L' R
454,17.64,L B' L F U' D2 L F2 B U2 B2 D F2 D L2 U R2 B2 D2 F2 R
455,15.21,U2 L' F2 L' B2 L' B2 U2 L2 R' D2 B D B2 R2 B U F' L D2
456,17.07,B D2 B' D2 F U2 B D2 L2 D' B2 U R B2 D2 L2 D2 R B2
457,16.10,U2 F B' D' L D' L' U B' L' D R2 D L2 D F2 R2 D2 B2 U'
458,18.00,U D2 B' F2 U2 F' D2 R2 D2 B D B2 L' F2 L2 B D' F' U'
459,15.51,D' F2 D L2 U2 L2 D F2 R2 B2 R' U B2 D R' D' U2 B D U2
460,13.97,U2 D2 F' L U F D' B' D' L R2 F2 U2 L2 U F2 U2 B2 R2 U'
461,15.13,L B' L2 F D2 L2 B2 L2 B2 F' D2 U2 L F' D' R2 D U R2 B
462,15.09,B2 L2 U2 B2 L2 F2 L2 D F2 D R D2 B' R F' U L B' L' D'
463,15.08,D F2 R' U L B R2 B2 R' L2 B' D2 B2 L2 F' D2 L2 B' U'
464,12.40,R' L2 U2 D B' L B2 U' B R2 U2 B2 D R2 B2 U2 F2 D2
465,18.99,F2 D' B2 F2 R2 U R2 B2 U2 B' R D B2 U2 B2 F L2 D2 L2
466,19.85,L' B2 L2 U B2 F2 D B2 R2 D F2 B U L' F2 U2 R' F D2
467,17.03,B2 R2 B2 R2 U' R2 D R2 F2 U B' R F L' U F2 L B L' R2 U
468,14.09,F2 L' U2 R F U B2 R F' U' B2 R2 U' R2 D' F2 U2 B2 D L2
469,14.91,R' L B' D' F' U F U R U R2 L2 D' B2 U' B2 D' F2 D' L
470,13.76,R2 D' R2 B2 U' R2 F2 D2 R2 D2 U' F' D2 U' R' D R2 U L' F
471,14.94,D B' R U' F' D' B' R U2 F' D2 B D2 L2 D2 F' B' L2 D'
472,16.21,F2 R2 U2 B2 F2 R2 D B2 U' L2 F2 L F2 R B' L2 F' D R2 F' R'
473,15.02,U2 R2 B F D2 L2 F R2 U2 B' L' D' F R' U' R' D' F2 U' L'
474,14.34,B2 R2 D' F2 R L' D B2 R' B D2 B U2 D2 F' U2 D
475,15.03,U B2 U2 R2 F2 U L2 B2 L2 U' L2 R' B' D' F L U R' F' R2 D2
476,16.15,U L2 B2 D' L2 B2 D' U2 F2 R2 U2 L' B2 R2 B' U2 L B2 U R'
477,13.87,R2 F2 D2 R2 B' L2 F' L2 U2 F D R F2 U' F' L B R' U' R
478,16.68,D2 L2 U2 B2 R2 F L2 F R2 U' B2 L' B' L' U2 L2 F D R
479,15.16,L U2 L' R' D2 U2 R' D2 L F2 B' R' B U' F L2 D2 L' U'
480,15.01,D2 F L2 D2 F' D2 B D2 L2 B R2 L F' U' R2 F' D' R2 U2 F
481,13.93,U B' R' F' L' U F' B' R' D L2 F2 B2 R D2 R2 L B2 D2
482,15.39,L2 U' D' R D B' D L2 U R D2 R2 U2 L2 F R2 F2 D2 L2 F
483,17.41,R2 F2 L2 U B2 L2 R2 D U2 B2 L' D R2 B' R2 U R2 D' B2 F
484,16.12,L' F2 L' F2 L' B2 D2 L' R2 D2 B' L F' D2 F D B R' D' U
485,19.81,L F R2 F' U2 B2 R2 F' R2 D2 B' D2 U' B' F2 R' D U2 L' D
486,17.77,L2 F2 R2 U R2 B2 U' B2 U' B' U R' B F2 L' B' R' F2 L'
487,12.00,F D2 F2 R D2 R' F2 L2 B2 R B2 L' D B R B2 U2 L' U' R
488,14.75,U2 F2 U' L' F2 U' B U L' F' R2 U2 F L2 U2 B U2 F' D2
489,17.04,U2 B2 U2 R2 F U2 F D2 B' U2 B R F' D R' B2 U' L2 D' L
490,13.92,U' B' L' D' L' D B L2 U' F B2 D2 F B R2 D2 F' U2 B2 L
491,14.20,R' D2 L D L F B R F' B2 D2 R F2 R2 B2 R' U2 D2 R2
492,15.73,F2 R2 F2 R2 U' B L' F2 R' D' F2 R2 U F2 B2 D' L2 U2 L
493,17.85,B2 D2 R B2 D2 R' B2 F2 R' U2 R' B D B' U' R' U2 R' U' L2 B'
494,16.99,U2 B U2 F' U2 L2 B' L2 B2 D' B2 R B2 F' D' B2 R2 B R'
495,15.54,D R2 D' F2 L2 U' B2 D' L2 U R' B U B2 D' F R D B' U
496,14.34,R' B2 L D2 F2 L2 D2 B2 F2 L B U R F U2 F' D U B R
497,12.92,B L2 D L' U L' F' U2 D' R B R2 B U2 B U2 F2 U2 L2 B2 L2
498,13.04,U2 F2 D2 U2 R2 B L2 F D2 L2 U' B L2 U' R' D L B2 F
499,14.09,F2 R F' L2 F D2 R L D R B' L2 U2 B2 L2 B' R2 B' U2 L2
500,13.81,U R D R F2 B L F L F U F2 R2 L2 D L2 U' B2 L2 F2
501,15.24,L B2 R2 U2 F2 L2 U2 B L2 R2 D2 B D' L R' F' L2 B D' B D2
502,16.36,B2 D' R2 U L2 D' B2 F2 L2 U R' B' D2 B2 D U L' F' D B
503,14.41,F B' R2 U R2 U' R2 L B' U B2 D2 F2 B2 U L2 U D B2 R2
504,15.36,B2 R' B2 R D2 U2 B2 U2 L F' U2 F D R F2 U2 B' U' L2
505,15.51,F' D2 F U2 L2 R2 F' L2 B2 F' D2 L' D' U F R' F2 D2 R2 D'
506,16.03,R F2 B U2 R2 F U F' R' F2 R2 F2 U2 D2 F' D2 B U2 D2 B
507,14.96,U2 F' U D F' B2 L' F D B' U' L2 F2 L2 D' F2 D' F2 D' F2
508,13.51,R2 B2 R2 F2 U' F2 D' L2 D B2 U L F2 U' R' F U' B' L' F
509,17.24,R B2 D' B2 F2 D' L2 F2 D U R' B R2 D2 U2 F' D2 B2 U
510,15.53,D F2 U2 F2 R D2 F2 U2 L2 B2 L' B R2 U' L B' D L' F U2
511,16.84,U2 D' R' U B' L' U2 L F' D' F2 U2 B2 L' D2 L2 B2 U2 B2 L D2
512,15.26,F U2 F U' L2 B' R F' D F U' R2 U2 D' L2 D' R2 U R2 D2
513,15.33,D2 L2 B L2 U2 R2 F' U2 F2 D2 B L U F2 U' L2 F' L' D2 L' R'
514,17.57,U2 R2 D' B2 R2 F2 D' R2 U R2 U2 L' F' R F2 D' R' F L2 F2 L
515,11.99,F' L2 D' L U R2 D' R B' U F2 U2 B U2 B' R2 F' D2 B2
516,12.28,B U F D' F D2 F R' L F' D2 B2 L2 U' L2 U B2 D R2 U2 F2
517,18.01,D' F' B R' D B D' F2 R U F U2 B' D2 B2 L2 D2 B' D2 F2
518,13.92,U' F' B R' F L' B L U' L' D F2 U R2 U2 B2 R2 D F2 U
519,13.21,F U2 F' R2 U2 B L2 D2 F' D L2 D' F2 L' U' R D R2
520,15.16,R U' R D R' B L2 F D F' R2 F2 D2 L2 D2 B D2 R2 B2 R2 L
521,13.70,U2 D' L' U D R' L2 F' R2 B' F2 R' F2 D2 R L' U2 D2 R2
522,15.66,U B2 U' L2 D2 F2 L2 B2 D' F' L2 U R' D2 L2 U' L D' R
523,18.04,R' B2 U L B2 R2 F U2 L' U' F' L2 U2 R2 F' D2 F' R2 F2
524,14.88,R2 B R' D L' D' F' L B' U R B2 L2 D2 R U2 R U2 R' F2
525,15.12,F2 U R2 D U F2 D L2 F2 U' B' R2 D' F2 R' B' L' B R2 U2
526,13.41,F' L D L F R L' B' U R2 F B2 R2 B' L2 F U2 F2 D2 F
527,15.12,U D2 L2 D2 U2 F2 R' B2 R' D2 R' B' L B2 D B' R' D R'
528,13.12,R2 D F2 D B2 L2 U2 B2 R2 D U' R' D U2 L' R2 U2 B' F' L' R2
529,15.48,L U2 R B2 R' D2 F2 L2 D2 L2 R' F D' L2 B U R B F2 D2
530,15.36,R U2 L2 U F L' D F D R U2 F' D2 F2 R2 F2 L2 U2 L2 F2
531,14.93,D2 L2 D B' R B R' F' D' L' F B D2 F' D2 R2 D2 R2 B'
532,12.72,U2 F' U2 L2 D2 F U2 B2 L2 B' L2 D' F R B L' F' D2 B D R'
533,13.27,U D' R' U' F R L D' F2 D2 B2 L2 U2 F' U2 R2 B' D2 F U'
534,13.16,D' F2 L' D2 L2 D2 R' F2 L B2 F2 U L2 B' U2 R2 D R B2 R
535,19.81,U L2 D2 F B' L D' F R D F D2 B' L2 B2 R2 U2 B D2
536,13.67,L' F R' U' F' B' U' F U' L R2 D R2 D L2 U' F2 U' F2 D'
537,11.83,D' F' D2 F' D2 F R2 D2 R2 U2 R2 D' B2 L F D R' F' U L
538,16.43,B2 U2 L2 F' U2 L2 B U2 F' R' B' R B2 D' F2 L' R' D' F2
539,12.92,R2 U2 B L2 U2 R2 U2 B U2 R2 B D' U2 L2 R U L B' D' R2 B
540,14.34,R U2 R B R' L' U' L F' L2 D2 F2 B2 D' B2 D2 F2 L2 U R
541,14.41,D L U2 R U' R F B' R B' U2 D2 B2 L2 D R2 F2 R2 D F2 D'
542,14.04,L2 B R2 B' D2 B' F' L2 F R2 L' U' R2 F L' B2 R2 D2 F2 L2
543,14.50,F2 D' F2 D' L2 D' L2 B2 D F2 R F R' F R U L' B D R
544,17.35,F' L2 F R2 B2 U2 B' L2 R2 B2 U2 D R' B2 F R' B L' U' R'
545,14.40,B' R2 F2 D2 L' U2 L' F2 U2 R' D2 B' D2 L2 D2 L2 U F D' L'
546,16.47,L' U2 B2 U2 F R' F' R' F U' F R2 F' L2 F2 B D2 L2 B' R2
547,13.58,R' U' R2 D B2 D' R2 B2 U' B2 U' B R' U' R B' U B' R' F'
548,17.35,R2 D' F D' R2 U L F R2 D B2 R2 U R2 U' F2 U L2 F2 L'
549,13.08,F' B2 R' B2 U2 L R2 F2 U2 R2 D2 F' R U' L2 B' F2 D2 U' F2
550,14.75,D2 R2 U B2 F2 U2 F2 U' F2 R2 D R' D2 L' B' R' U' R F U2 R2
551,14.61,D2 F' U2 F2 D2 L2 F' R2 D2 L2 U B' L' F' L2 R' F' U2 B2 U'
552,20.26,D2 L2 R U2 B2 L B2 L D2 B2 L2 D B' L2 U' R' B F R' B2 U
553,14.69,B2 F2 L B2 L2 D2 B2 L R' B L F D B' D B2 R D'
554,13.84,F2 L2 R2 B' D2 B' D2 L2 D F2 U' F' L R' U' L2 R'
555,14.25,R' F' U R L' F U R' U2 L' U B2 L2 U' R2 U2 F2 R2 F2 U
556,15.74,U D2 L' F2 B' D2 F' L2 B L2 U R2 U2 B2 U2 L2 D F2 L2 D'
557,13.60,L B L U2 B2 R2 U B' L' F' L' U2 L B2 L B2 U2 R B2
